date	topic1	topic2	topic3	topic4	topic5	topic6	topic7	topic8	topic9	topic10
20121101	0.19140075778560703	0.001059928262332716	0.001615972254317555	0.0007695806481697537	0.0008067976091675007	0.3079733685835908	0.0005775060434602209	0.492087956548487	0.0017600270656341083	0.001948105199233339
20121201	0.008134875300179265	0.003397867835250151	0.005922806647166672	0.0024670781522142236	0.023786050700438034	0.6352716859413307	0.0018513747167471007	0.26831847417515575	0.04460460374388038	0.006245182787637804
20130101	0.0042614480385528815	0.05099033699075427	0.00311748495561756	0.0014562423882525264	0.0021239548200726434	0.8761267581591783	0.0010927883672216178	0.05381425658711789	0.003330419006177235	0.0036863106870550877
20130201	0.006678248446929437	0.006925309421965396	0.004976994575049671	0.002332207634990504	0.008585951497803293	0.38747357089104834	0.0017501451401085973	0.5663230469478944	0.005335141063982667	0.009619384380227832
20130301	0.007564923953043685	0.22323116285992103	0.0825934554565675	0.0020472310068001625	0.005972644887036972	0.6355440952559053	0.001536203762862101	0.007009958391021026	0.00481479946325398	0.029685524963588478
20130401	0.15463059153107936	0.0014429252766915714	0.0029705522922547347	0.03441865913505637	0.001012522246446121	0.757560111811997	0.004528564028393395	0.007121820215211272	0.00316358904972841	0.03315066441314179
20130501	0.018691913501060343	0.0018940828667894385	0.004740774937941752	0.0014315301268979274	0.16380752054893988	0.17917840434077165	0.0010307046345031678	0.137043427164852	0.0031412234002715506	0.4890404184779723
20130601	0.32663758966181033	0.0020552413026348293	0.006124186803979577	0.06073087549949985	0.09036318197143493	0.44711201527528344	0.000819636722352398	0.0032495612014561536	0.058175267577789874	0.00473244398375868
20130701	0.34485489779533046	0.004826957209372194	0.002905398780623588	0.043088421194723926	0.0008142913908123295	0.10380496108035073	0.4912892198102548	0.002365167722103674	0.0017763557114108526	0.004274329305017427
20130801	0.013788536461638091	0.018294313905239327	0.003031350392057029	0.001439952736124942	0.001515034930539646	0.7963539898793952	0.031623553515385046	0.09339747102936351	0.03308326910531193	0.007472528044945211
20130901	0.24875864871029207	0.0020563914412771085	0.003397114195164924	0.0065261103835633286	0.0015649656157518503	0.10110145362427145	0.0011344174695262456	0.6248557313156613	0.00558480912802505	0.005020358116466735
20131001	0.03890302813561004	0.0020327639499933205	0.03207223337743603	0.10317335475825504	0.0008221966264708434	0.029663982859397465	0.025078326570885545	0.7529491075051198	0.010464255786606825	0.004840750430225197
20131101	0.5134338932569966	0.0014784720878872107	0.0022540863921748774	0.0010734721849869006	0.014010543365953535	0.2951386662208978	0.0008055512775571223	0.04468762661067991	0.004399368260492047	0.12271832034237404
20131201	0.24269038029206713	0.00431705193544817	0.02111794100602986	0.003091283236478631	0.0032407778649574392	0.5067802829865241	0.0023197500643246573	0.19045495928305375	0.007188721582862748	0.018798851748253582
20140101	0.49973968312578193	0.004709784466284063	0.002006566745626915	0.0011942112382830623	0.0010018145251069362	0.27407279251260286	0.0007171091045097655	0.199602501445156	0.014535049497007865	0.0024204873396406765
20140201	0.004097604706908114	0.00143526028027136	0.32913887469468744	0.0010421088916629621	0.001642877982633734	0.1620900478760354	0.0007820071558153565	0.4947429724748266	0.0023833860540052355	0.0026448598831538906
20140301	0.006098115241187853	0.0034729764194173797	0.004620726616699744	0.0022005389274791782	0.016385456364755472	0.7649528285461182	0.002612480163522403	0.18905298975337867	0.005033475904802942	0.005570412062638098
20140401	0.44126111661351614	0.005857265056231936	0.0035793136395269494	0.001574811470608211	0.010729276557797754	0.3748615983854906	0.0010801004656583622	0.15386760289007578	0.003306624230092961	0.003882290691001335
20140501	0.003608828566264418	0.12674879846463472	0.002777404454492855	0.0684363597299897	0.005620366114143684	0.7691373890615131	0.000971490824121603	0.016439563488233166	0.002982660785729618	0.0032771385108772014
20140601	0.07675516513662284	0.011611764123156988	0.00807584153517774	0.11547281434984483	0.020004747464744562	0.48782420769081425	0.0013024276097979948	0.27140671544628714	0.00357438645347678	0.003971930190076892
20140701	0.3055230470788998	0.021551888214725184	0.011123100957761313	0.0009049825510858073	0.09886107765737528	0.4006966759903024	0.007376046747071992	0.05712285119947802	0.01758604648600194	0.07925428311729826
20140801	0.042764117548694865	0.010401494284275805	0.10096564414522362	0.05148403401823085	0.0015885658592461127	0.5308852925042822	0.0022208798214248893	0.24451280323861244	0.01134150319561808	0.0038356653843912352
20140901	0.03881296361006952	0.0018933555708074237	0.15873736031546232	0.0013748222456035492	0.0016018177512345892	0.5747073630713343	0.001059240731396076	0.2089729124323095	0.006800299696263844	0.006039864575518901
20141001	0.10501533087187737	0.0017180522353853493	0.0026193515571845726	0.12411432634432393	0.0054899057360686876	0.08277975622041556	0.0009360874543827519	0.4924038805496711	0.18166250102854087	0.0032608080021498394
20141101	0.004635199843480513	0.0020732804297670443	0.0031609343464916013	0.0015053443154302393	0.0015808652132914113	0.10112433202078014	0.7321216599134067	0.1465254023463342	0.0034623761485655605	0.0038106054224526587
20141201	0.0651203747846831	0.0017873605967906785	0.002725013994371036	0.013881715809345474	0.001360502799311672	0.4973622251874828	0.0039689436591799025	0.005155931043825537	0.2560013274096941	0.1526366047153157
20150101	0.11119332266007219	0.0020559415440532993	0.003139527139163355	0.0014928268369131486	0.0015649444573950595	0.2810409674172555	0.0015487816605897027	0.48767119696345906	0.0034139282692301673	0.10687856305186857
20150201	0.6700188776393989	0.0013084550737567082	0.001941599742561102	0.28759397133702097	0.0009743051104251616	0.029957922688886918	0.000676009288161916	0.002682944635446302	0.0024844373467590264	0.002361477137582971
20150301	0.36516480245836797	0.0016137557436751023	0.02197741096580097	0.4909681203463194	0.07417334514954085	0.024275613558402125	0.0008792611054069147	0.0035189061382572004	0.005467855432566008	0.011960929101663409
20150401	0.6490615487399981	0.0014283873882559514	0.0635611362377337	0.001036492255665324	0.08906302504826241	0.16591277804828714	0.0017059210492205773	0.022997954393210906	0.0026093256863129978	0.002623431153052866
20150501	0.25349944867294505	0.003170911429282164	0.004880550890719828	0.0021309061850172317	0.002234975187339811	0.27102314647682696	0.1234259143317753	0.006347762108763056	0.010343032280955435	0.3229433524363751
20150601	0.0022156583155332004	0.001079329556582419	0.0016455515678000913	0.9116520343732364	0.0008215655126474109	0.0052536140187044705	0.070969313141027	0.0023472084811273653	0.0017922450234378945	0.002223480009903745
20150701	0.2585484065780053	0.001296554002449825	0.0051599102118852005	0.0009413871883739034	0.392823729736065	0.3305648083777297	0.000706432499809064	0.002847190301021894	0.0021688402471102186	0.004942740857549883
20150801	0.3946477975147957	0.0013440309185404993	0.012015678925223282	0.0015002799613011153	0.001022336778869412	0.5355188893075311	0.0007317891961916203	0.0029043149602245204	0.04592994255987799	0.004384939877444779
20150901	0.14942730850598968	0.015264478408756183	0.004396830801324831	0.000895344328054826	0.0009386432272878277	0.6995138650217253	0.05260987423802261	0.03850273319368947	0.0020476487771149228	0.03640327349803437
20151001	0.2775053892678934	0.001691913667563774	0.008579172309215465	0.0012282886403449655	0.0012876887726331612	0.6579401485482188	0.0009217281055548575	0.044863502143221	0.0028127612714543477	0.0031694072739002262
20151101	0.008627750720910212	0.0025356231041092506	0.0038434901762590653	0.0018303999400490082	0.001918918178314302	0.6923558055075594	0.0013735623808128002	0.27387697101726877	0.00804369095554401	0.005593788019173115
20151201	0.017872588286111848	0.0018236691830335336	0.006649533222472991	0.001565645077186849	0.14686163124614407	0.2940706877495942	0.0009935696288198889	0.003958544280200317	0.280964664719067	0.2452394666073693
20160101	0.07339946966625756	0.002741869198834006	0.00457948598834272	0.002499211146503305	0.0020870787635951927	0.17505275950685537	0.0014939180488422908	0.48306969152387885	0.2473275292088954	0.007748986947995369
20160201	0.5282409712659066	0.003959008060856843	0.0021554828958624804	0.0048660762211885115	0.0010761425942781523	0.13119398761052828	0.0007703207509324411	0.24747007878309027	0.06275025988970366	0.017517671927652804
20160301	0.37081389642776574	0.026537523622851812	0.0030676867273644105	0.0010649259202405526	0.0011164222161661346	0.007277308216244424	0.4901661977405524	0.0031716014890896	0.033000873114315314	0.06378356452540969
20160401	0.0028196815070536205	0.0013713307317271385	0.7928433531421104	0.0009956801402983499	0.001043834925742846	0.03183118817212584	0.0007471748409233917	0.002965393617549464	0.008399564941752865	0.15698279798071618
20160501	0.28878824113244206	0.0017468767831564814	0.0026573295358031605	0.19326554073560098	0.090546053291793	0.40796995764832183	0.0009496597838016144	0.006064916265441401	0.0028942155455633275	0.005117209278076219
20160601	0.31465567512071035	0.0065734699752480205	0.002096303803922226	0.0009983308483872565	0.3132645236058561	0.286685498968942	0.023691034746442744	0.0030936798839252657	0.032839645781642966	0.016101837264923098
20160701	0.012446640759821393	0.006673698442410042	0.6963656848493718	0.0010412329290661801	0.09248199635002033	0.15491238236234645	0.0007814455445992934	0.0302503687523476	0.0023812944699291494	0.002665255540087874